,GDP,CPI,PPI,Interest,Return on Common Equity,Return on Assets,Return on Capital,Return on Invested Capital,Gross Margin,EBITDA Margin,Operating Margin,Incremental Operating Margin,Pretax Margin,Income before XO Margin,Net Income Margin,Net Income to Common Margin,Effective Tax Rate,Dvd Payout Ratio,Sustainable Growth Rate,Diluted EPS,MA30,MA7,Walmart,S&P500
2018-12-27,0.02310997946784843,0.020023809043401064,0.023942944472745697,2.4,6.96,2.37,5.31,0.56,25.44,6.09,3.99,12.94,2.06,1.45,1.37,1.37,29.46,87.72,0.86,0.19,27.831275049845377,26.24808965410505,27.555082321166992,2488.830078125
2018-12-28,0.02310997946784843,0.020023809043401064,0.023942944472745697,2.4,6.96,2.37,5.31,0.56,25.44,6.09,3.99,12.94,2.06,1.45,1.37,1.37,29.46,87.72,0.86,0.19,27.801849937438966,26.43332917349679,27.71754264831543,2485.739990234375
2018-12-29,0.02310997946784843,0.020023809043401064,0.023942944472745697,2.4,6.96,2.37,5.31,0.56,25.44,6.09,3.99,12.94,2.06,1.45,1.37,1.37,29.46,87.72,0.86,0.19,27.753703180948893,26.648224149431503,27.71754264831543,2485.739990234375
2018-12-30,0.02310997946784843,0.020023809043401064,0.023942944472745697,2.4,6.96,2.37,5.31,0.56,25.44,6.09,3.99,12.94,2.06,1.45,1.37,1.37,29.46,87.72,0.86,0.19,27.707251930236815,26.86311912536621,27.71754264831543,2485.739990234375
2018-12-31,0.02310997946784843,0.020023809043401064,0.023942944472745697,2.4,6.96,2.37,5.31,0.56,25.44,6.09,3.99,12.94,2.06,1.45,1.37,1.37,29.46,87.72,0.86,0.19,27.65721015930176,27.07801410130092,28.024412155151367,2506.85009765625
2019-01-01,0.02310997946784843,0.020023809043401064,0.023942944472745697,2.4,6.96,2.37,5.31,0.56,25.44,6.09,3.99,12.94,2.06,1.45,1.37,1.37,29.46,87.72,0.86,0.19,27.617397371927897,27.393050602504186,28.024412155151367,2506.85009765625
2019-01-02,0.03756426481810582,0.014875893578291333,0.006063668519454168,2.4,6.96,2.37,5.31,0.56,25.44,6.09,3.99,12.94,2.06,1.45,1.37,1.37,29.46,87.72,0.86,0.19,27.577584584554035,27.70808710370745,28.08156394958496,2510.030029296875
2019-01-03,0.03756426481810582,0.014875893578291333,0.006063668519454168,2.4,6.96,2.37,5.31,0.56,25.44,6.09,3.99,12.94,2.06,1.45,1.37,1.37,29.46,87.72,0.86,0.19,27.528705342610678,27.834014075142996,27.937164306640625,2447.889892578125
2019-01-04,0.03756426481810582,0.014875893578291333,0.006063668519454168,2.4,6.96,2.37,5.31,0.56,25.44,6.09,3.99,12.94,2.06,1.45,1.37,1.37,29.46,87.72,0.86,0.19,27.50433629353841,27.888597215924943,28.111656188964844,2531.93994140625
2019-01-05,0.03756426481810582,0.014875893578291333,0.006063668519454168,2.4,6.96,2.37,5.31,0.56,25.44,6.09,3.99,12.94,2.06,1.45,1.37,1.37,29.46,87.72,0.86,0.19,27.48578364054362,27.94489915030343,28.111656188964844,2531.93994140625
2019-01-06,0.03756426481810582,0.014875893578291333,0.006063668519454168,2.4,6.96,2.37,5.31,0.56,25.44,6.09,3.99,12.94,2.06,1.45,1.37,1.37,29.46,87.72,0.86,0.19,27.472445933024087,28.00120108468192,28.111656188964844,2531.93994140625
2019-01-07,0.03756426481810582,0.014875893578291333,0.006063668519454168,2.4,6.96,2.37,5.31,0.56,25.44,6.09,3.99,12.94,2.06,1.45,1.37,1.37,29.46,87.72,0.86,0.19,27.47495288848877,28.05750301906041,28.442596435546875,2549.68994140625
2019-01-08,0.03756426481810582,0.014875893578291333,0.006063668519454168,2.4,6.96,2.37,5.31,0.56,25.44,6.09,3.99,12.94,2.06,1.45,1.37,1.37,29.46,87.72,0.86,0.19,27.488491185506184,28.11724363054548,28.641155242919922,2574.409912109375
2019-01-09,0.03756426481810582,0.014875893578291333,0.006063668519454168,2.4,6.96,2.37,5.31,0.56,25.44,6.09,3.99,12.94,2.06,1.45,1.37,1.37,29.46,87.72,0.86,0.19,27.508648109436034,28.20534978594099,28.54789161682129,2584.9599609375
2019-01-10,0.03756426481810582,0.014875893578291333,0.006063668519454168,2.4,6.96,2.37,5.31,0.56,25.44,6.09,3.99,12.94,2.06,1.45,1.37,1.37,29.46,87.72,0.86,0.19,27.518174997965495,28.271968024117605,28.568954467773438,2596.639892578125
2019-01-11,0.03756426481810582,0.014875893578291333,0.006063668519454168,2.4,6.96,2.37,5.31,0.56,25.44,6.09,3.99,12.94,2.06,1.45,1.37,1.37,29.46,87.72,0.86,0.19,27.52930679321289,28.362223761422293,28.532848358154297,2596.260009765625
2019-01-12,0.03756426481810582,0.014875893578291333,0.006063668519454168,2.4,6.96,2.37,5.31,0.56,25.44,6.09,3.99,12.94,2.06,1.45,1.37,1.37,29.46,87.72,0.86,0.19,27.546655972798664,28.422394071306503,28.532848358154297,2596.260009765625
2019-01-13,0.03756426481810582,0.014875893578291333,0.006063668519454168,2.4,6.96,2.37,5.31,0.56,25.44,6.09,3.99,12.94,2.06,1.45,1.37,1.37,29.46,87.72,0.86,0.19,27.565509351094565,28.48256438119071,28.532848358154297,2596.260009765625
2019-01-14,0.03756426481810582,0.014875893578291333,0.006063668519454168,2.4,6.96,2.37,5.31,0.56,25.44,6.09,3.99,12.94,2.06,1.45,1.37,1.37,29.46,87.72,0.86,0.19,27.59549420674642,28.542734691074916,28.56593894958496,2582.610107421875
2019-01-15,0.03756426481810582,0.014875893578291333,0.006063668519454168,2.4,6.96,2.37,5.31,0.56,25.44,6.09,3.99,12.94,2.06,1.45,1.37,1.37,29.46,87.72,0.86,0.19,27.62658208211263,28.560355050223215,28.957050323486328,2610.300048828125
2019-01-16,0.03756426481810582,0.014875893578291333,0.006063668519454168,2.4,6.96,2.37,5.31,0.56,25.44,6.09,3.99,12.94,2.06,1.45,1.37,1.37,29.46,87.72,0.86,0.19,27.670707003275552,28.60548291887556,28.987138748168945,2616.10009765625
2019-01-17,0.03756426481810582,0.014875893578291333,0.006063668519454168,2.4,6.96,2.37,5.31,0.56,25.44,6.09,3.99,12.94,2.06,1.45,1.37,1.37,29.46,87.72,0.86,0.19,27.72666556040446,28.66823250906808,29.10446548461914,2635.9599609375
2019-01-18,0.03756426481810582,0.014875893578291333,0.006063668519454168,2.4,6.96,2.37,5.31,0.56,25.44,6.09,3.99,12.94,2.06,1.45,1.37,1.37,29.46,87.72,0.86,0.19,27.78342622121175,28.744734082903182,29.402315139770508,2670.7099609375
2019-01-19,0.03756426481810582,0.014875893578291333,0.006063668519454168,2.4,6.96,2.37,5.31,0.56,25.44,6.09,3.99,12.94,2.06,1.45,1.37,1.37,29.46,87.72,0.86,0.19,27.855430348714194,28.86894362313407,29.402315139770508,2670.7099609375
2019-01-20,0.03756426481810582,0.014875893578291333,0.006063668519454168,2.4,6.96,2.37,5.31,0.56,25.44,6.09,3.99,12.94,2.06,1.45,1.37,1.37,29.46,87.72,0.86,0.19,27.960227330525715,28.993153163364955,29.402315139770508,2670.7099609375
2019-01-21,0.03756426481810582,0.014875893578291333,0.006063668519454168,2.4,6.96,2.37,5.31,0.56,25.44,6.09,3.99,12.94,2.06,1.45,1.37,1.37,29.46,87.72,0.86,0.19,28.06652857462565,29.11736270359584,29.402315139770508,2670.7099609375
2019-01-22,0.03756426481810582,0.014875893578291333,0.006063668519454168,2.4,6.96,2.37,5.31,0.56,25.44,6.09,3.99,12.94,2.06,1.45,1.37,1.37,29.46,87.72,0.86,0.19,28.172829818725585,29.236845016479492,29.330110549926758,2632.89990234375
2019-01-23,0.03756426481810582,0.014875893578291333,0.006063668519454168,2.4,6.96,2.37,5.31,0.56,25.44,6.09,3.99,12.94,2.06,1.45,1.37,1.37,29.46,87.72,0.86,0.19,28.27672424316406,29.29013933454241,29.69715118408203,2638.699951171875
2019-01-24,0.03756426481810582,0.014875893578291333,0.006063668519454168,2.4,6.96,2.37,5.31,0.56,25.44,6.09,3.99,12.94,2.06,1.45,1.37,1.37,29.46,87.72,0.86,0.19,28.405990727742513,29.391569682529994,29.59185218811035,2642.330078125
2019-01-25,0.03756426481810582,0.014875893578291333,0.006063668519454168,2.4,6.96,2.37,5.31,0.56,25.44,6.09,3.99,12.94,2.06,1.45,1.37,1.37,29.46,87.72,0.86,0.19,28.531747245788573,29.46119635445731,29.164634704589844,2664.760009765625
2019-01-26,0.03756426481810582,0.014875893578291333,0.006063668519454168,2.4,6.96,2.37,5.31,0.56,25.44,6.09,3.99,12.94,2.06,1.45,1.37,1.37,29.46,87.72,0.86,0.19,28.597232564290366,29.427242006574357,29.164634704589844,2664.760009765625
2019-01-27,0.03756426481810582,0.014875893578291333,0.006063668519454168,2.4,6.96,2.37,5.31,0.56,25.44,6.09,3.99,12.94,2.06,1.45,1.37,1.37,29.46,87.72,0.86,0.19,28.65088431040446,29.393287658691406,29.164634704589844,2664.760009765625
2019-01-28,0.03756426481810582,0.014875893578291333,0.006063668519454168,2.4,6.96,2.37,5.31,0.56,25.44,6.09,3.99,12.94,2.06,1.45,1.37,1.37,29.46,87.72,0.86,0.19,28.699120712280273,29.359333310808456,29.20073890686035,2643.85009765625
2019-01-29,0.03756426481810582,0.014875893578291333,0.006063668519454168,2.4,6.96,2.37,5.31,0.56,25.44,6.09,3.99,12.94,2.06,1.45,1.37,1.37,29.46,87.72,0.86,0.19,28.748560587565105,29.330536706107004,29.095447540283203,2640.0
2019-01-30,0.03756426481810582,0.014875893578291333,0.006063668519454168,2.4,6.96,2.37,5.31,0.56,25.44,6.09,3.99,12.94,2.06,1.45,1.37,1.37,29.46,87.72,0.86,0.19,28.794490750630697,29.297013419015066,28.520814895629883,2681.050048828125
2019-01-31,0.03756426481810582,0.014875893578291333,0.006063668519454168,2.4,6.96,2.37,5.31,0.56,25.44,6.09,3.99,12.94,2.06,1.45,1.37,1.37,29.46,87.72,0.86,0.19,28.811037508646645,29.128965377807617,28.8306941986084,2704.10009765625
2019-02-01,0.03756426481810582,0.014875893578291333,0.006063668519454168,2.4,8.87,3.15,6.55,0.95,24.41,6.34,4.37,63.34,4.08,2.75,2.66,2.66,32.68,40.82,5.25,0.42,28.83791357676188,29.02022852216448,28.23801612854004,2706.530029296875
2019-02-02,0.03756426481810582,0.015188615351321877,-0.0005017561465129328,2.4,8.87,3.15,6.55,0.95,24.41,6.34,4.37,63.34,4.08,2.75,2.66,2.66,32.68,40.82,5.25,0.42,28.843128649393716,28.887854439871653,28.23801612854004,2706.530029296875
2019-02-03,0.03756426481810582,0.015188615351321877,-0.0005017561465129328,2.4,8.87,3.15,6.55,0.95,24.41,6.34,4.37,63.34,4.08,2.75,2.66,2.66,32.68,40.82,5.25,0.42,28.85315704345703,28.755480357578822,28.23801612854004,2706.530029296875
2019-02-04,0.03756426481810582,0.015188615351321877,-0.0005017561465129328,2.4,8.87,3.15,6.55,0.95,24.41,6.34,4.37,63.34,4.08,2.75,2.66,2.66,32.68,40.82,5.25,0.42,28.857369041442873,28.623106275285995,28.51178741455078,2724.8701171875
2019-02-05,0.03756426481810582,0.015188615351321877,-0.0005017561465129328,2.4,8.87,3.15,6.55,0.95,24.41,6.34,4.37,63.34,4.08,2.75,2.66,2.66,32.68,40.82,5.25,0.42,28.8707067489624,28.52468463352748,28.761499404907227,2737.699951171875
2019-02-06,0.03756426481810582,0.015188615351321877,-0.0005017561465129328,2.4,8.87,3.15,6.55,0.95,24.41,6.34,4.37,63.34,4.08,2.75,2.66,2.66,32.68,40.82,5.25,0.42,28.892368189493816,28.4769777570452,28.773534774780273,2731.610107421875
2019-02-07,0.03756426481810582,0.015188615351321877,-0.0005017561465129328,2.4,8.87,3.15,6.55,0.95,24.41,6.34,4.37,63.34,4.08,2.75,2.66,2.66,32.68,40.82,5.25,0.42,28.90339946746826,28.513080596923828,29.101459503173828,2706.050048828125
2019-02-08,0.03756426481810582,0.015188615351321877,-0.0005017561465129328,2.4,8.87,3.15,6.55,0.95,24.41,6.34,4.37,63.34,4.08,2.75,2.66,2.66,32.68,40.82,5.25,0.42,28.91874294281006,28.551761354718888,28.755483627319336,2707.8798828125
2019-02-09,0.03756426481810582,0.015188615351321877,-0.0005017561465129328,2.4,8.87,3.15,6.55,0.95,24.41,6.34,4.37,63.34,4.08,2.75,2.66,2.66,32.68,40.82,5.25,0.42,28.925662676493328,28.62568528311593,28.755483627319336,2707.8798828125
2019-02-10,0.03756426481810582,0.015188615351321877,-0.0005017561465129328,2.4,8.87,3.15,6.55,0.95,24.41,6.34,4.37,63.34,4.08,2.75,2.66,2.66,32.68,40.82,5.25,0.42,28.931880315144856,28.699609211512975,28.755483627319336,2707.8798828125
2019-02-11,0.03756426481810582,0.015188615351321877,-0.0005017561465129328,2.4,8.87,3.15,6.55,0.95,24.41,6.34,4.37,63.34,4.08,2.75,2.66,2.66,32.68,40.82,5.25,0.42,28.93930149078369,28.77353313991002,28.94200897216797,2709.800048828125
2019-02-12,0.03756426481810582,0.015188615351321877,-0.0005017561465129328,2.4,8.87,3.15,6.55,0.95,24.41,6.34,4.37,63.34,4.08,2.75,2.66,2.66,32.68,40.82,5.25,0.42,28.95294017791748,28.834993362426758,29.17367172241211,2744.72998046875
2019-02-13,0.03756426481810582,0.015188615351321877,-0.0005017561465129328,2.4,8.87,3.15,6.55,0.95,24.41,6.34,4.37,63.34,4.08,2.75,2.66,2.66,32.68,40.82,5.25,0.42,28.974300956726076,28.893875122070312,29.465490341186523,2753.030029296875
2019-02-14,0.03756426481810582,0.015188615351321877,-0.0005017561465129328,2.4,8.87,3.15,6.55,0.95,24.41,6.34,4.37,63.34,4.08,2.75,2.66,2.66,32.68,40.82,5.25,0.42,29.004286003112792,28.992725917271205,29.639989852905273,2745.72998046875
2019-02-15,0.03756426481810582,0.015188615351321877,-0.0005017561465129328,2.4,8.87,3.15,6.55,0.95,24.41,6.34,4.37,63.34,4.08,2.75,2.66,2.66,32.68,40.82,5.25,0.42,29.027050654093426,29.069658824375697,30.08223533630371,2775.60009765625
2019-02-16,0.03756426481810582,0.015188615351321877,-0.0005017561465129328,2.4,8.87,3.15,6.55,0.95,24.41,6.34,4.37,63.34,4.08,2.75,2.66,2.66,32.68,40.82,5.25,0.42,29.063553873697916,29.259194782802037,30.08223533630371,2775.60009765625
2019-02-17,0.03756426481810582,0.015188615351321877,-0.0005017561465129328,2.4,8.87,3.15,6.55,0.95,24.41,6.34,4.37,63.34,4.08,2.75,2.66,2.66,32.68,40.82,5.25,0.42,29.096146202087404,29.448730741228378,30.08223533630371,2775.60009765625
2019-02-18,0.03756426481810582,0.015188615351321877,-0.0005017561465129328,2.4,8.87,3.15,6.55,0.95,24.41,6.34,4.37,63.34,4.08,2.75,2.66,2.66,32.68,40.82,5.25,0.42,29.11881020863851,29.638266699654714,30.08223533630371,2775.60009765625
2019-02-19,0.03756426481810582,0.015188615351321877,-0.0005017561465129328,2.4,8.87,3.15,6.55,0.95,24.41,6.34,4.37,63.34,4.08,2.75,2.66,2.66,32.68,40.82,5.25,0.42,29.141474215189614,29.801156180245535,30.747121810913086,2779.760009765625
2019-02-20,0.03756426481810582,0.015188615351321877,-0.0005017561465129328,2.4,8.87,3.15,6.55,0.95,24.41,6.34,4.37,63.34,4.08,2.75,2.66,2.66,32.68,40.82,5.25,0.42,29.186301104227702,30.025934764317103,30.04913330078125,2784.699951171875
2019-02-21,0.03756426481810582,0.015188615351321877,-0.0005017561465129328,2.4,8.87,3.15,6.55,0.95,24.41,6.34,4.37,63.34,4.08,2.75,2.66,2.66,32.68,40.82,5.25,0.42,29.207861709594727,30.109312329973495,29.9017276763916,2774.8798828125
2019-02-22,0.03756426481810582,0.015188615351321877,-0.0005017561465129328,2.4,8.87,3.15,6.55,0.95,24.41,6.34,4.37,63.34,4.08,2.75,2.66,2.66,32.68,40.82,5.25,0.42,29.22691561381022,30.146703447614396,29.94986915588379,2792.669921875
2019-02-23,0.03756426481810582,0.015188615351321877,-0.0005017561465129328,2.4,8.87,3.15,6.55,0.95,24.41,6.34,4.37,63.34,4.08,2.75,2.66,2.66,32.68,40.82,5.25,0.42,29.235339546203612,30.127793993268693,29.94986915588379,2792.669921875
2019-02-24,0.03756426481810582,0.015188615351321877,-0.0005017561465129328,2.4,8.87,3.15,6.55,0.95,24.41,6.34,4.37,63.34,4.08,2.75,2.66,2.66,32.68,40.82,5.25,0.42,29.247273445129395,30.10888453892299,29.94986915588379,2792.669921875
2019-02-25,0.03756426481810582,0.015188615351321877,-0.0005017561465129328,2.4,8.87,3.15,6.55,0.95,24.41,6.34,4.37,63.34,4.08,2.75,2.66,2.66,32.68,40.82,5.25,0.42,29.273447926839193,30.089975084577286,29.82050132751465,2796.110107421875
2019-02-26,0.03756426481810582,0.015188615351321877,-0.0005017561465129328,2.4,8.87,3.15,6.55,0.95,24.41,6.34,4.37,63.34,4.08,2.75,2.66,2.66,32.68,40.82,5.25,0.42,29.295310147603352,30.052584511893137,29.69112777709961,2793.89990234375
2019-02-27,0.03756426481810582,0.015188615351321877,-0.0005017561465129328,2.4,8.87,3.15,6.55,0.95,24.41,6.34,4.37,63.34,4.08,2.75,2.66,2.66,32.68,40.82,5.25,0.42,29.31285991668701,29.901728221348353,29.516639709472656,2792.3798828125
2019-02-28,0.03756426481810582,0.015188615351321877,-0.0005017561465129328,2.4,8.87,3.15,6.55,0.95,24.41,6.34,4.37,63.34,4.08,2.75,2.66,2.66,32.68,40.82,5.25,0.42,29.323389943440755,29.82565770830427,29.781389236450195,2784.489990234375
2019-03-01,0.03756426481810582,0.015188615351321877,-0.0005017561465129328,2.4,8.87,3.15,6.55,0.95,24.41,6.34,4.37,63.34,4.08,2.75,2.66,2.66,32.68,40.82,5.25,0.42,29.34625466664632,29.808466502598353,29.46248435974121,2803.68994140625
2019-03-02,0.03756426481810582,0.018831863513063984,0.007526342197691882,2.4,8.87,3.15,6.55,0.95,24.41,6.34,4.37,63.34,4.08,2.75,2.66,2.66,32.68,40.82,5.25,0.42,29.377643648783366,29.738840103149414,29.46248435974121,2803.68994140625
2019-03-03,0.03756426481810582,0.018831863513063984,0.007526342197691882,2.4,8.87,3.15,6.55,0.95,24.41,6.34,4.37,63.34,4.08,2.75,2.66,2.66,32.68,40.82,5.25,0.42,29.398703320821127,29.669213703700475,29.46248435974121,2803.68994140625
2019-03-04,0.03756426481810582,0.018831863513063984,0.007526342197691882,2.4,8.87,3.15,6.55,0.95,24.41,6.34,4.37,63.34,4.08,2.75,2.66,2.66,32.68,40.82,5.25,0.42,29.439518928527832,29.599587304251536,29.438419342041016,2792.81005859375
2019-03-05,0.03756426481810582,0.018831863513063984,0.007526342197691882,2.4,8.87,3.15,6.55,0.95,24.41,6.34,4.37,63.34,4.08,2.75,2.66,2.66,32.68,40.82,5.25,0.42,29.479532368977864,29.54500416346959,29.585830688476562,2789.64990234375
2019-03-06,0.03756426481810582,0.018831863513063984,0.007526342197691882,2.4,8.87,3.15,6.55,0.95,24.41,6.34,4.37,63.34,4.08,2.75,2.66,2.66,32.68,40.82,5.25,0.42,29.52445952097575,29.529961722237722,29.561767578125,2771.449951171875
2019-03-07,0.03756426481810582,0.018831863513063984,0.007526342197691882,2.4,8.87,3.15,6.55,0.95,24.41,6.34,4.37,63.34,4.08,2.75,2.66,2.66,32.68,40.82,5.25,0.42,29.559458859761556,29.53640856061663,29.318077087402344,2748.929931640625
2019-03-08,0.03756426481810582,0.018831863513063984,0.007526342197691882,2.4,8.87,3.15,6.55,0.95,24.41,6.34,4.37,63.34,4.08,2.75,2.66,2.66,32.68,40.82,5.25,0.42,29.57801144917806,29.47022111075265,29.360193252563477,2743.070068359375
2019-03-09,0.03756426481810582,0.018831863513063984,0.007526342197691882,2.4,8.87,3.15,6.55,0.95,24.41,6.34,4.37,63.34,4.08,2.75,2.66,2.66,32.68,40.82,5.25,0.42,29.597566731770833,29.455608095441544,29.360193252563477,2743.070068359375
2019-03-10,0.03756426481810582,0.018831863513063984,0.007526342197691882,2.4,8.87,3.15,6.55,0.95,24.41,6.34,4.37,63.34,4.08,2.75,2.66,2.66,32.68,40.82,5.25,0.42,29.606191190083823,29.440995080130442,29.360193252563477,2743.070068359375
2019-03-11,0.03756426481810582,0.018831863513063984,0.007526342197691882,2.4,8.87,3.15,6.55,0.95,24.41,6.34,4.37,63.34,4.08,2.75,2.66,2.66,32.68,40.82,5.25,0.42,29.62634817759196,29.426382064819336,29.627958297729492,2783.300048828125
2019-03-12,0.03756426481810582,0.018831863513063984,0.007526342197691882,2.4,8.87,3.15,6.55,0.95,24.41,6.34,4.37,63.34,4.08,2.75,2.66,2.66,32.68,40.82,5.25,0.42,29.655430666605632,29.45345905848912,29.59486198425293,2791.52001953125
2019-03-13,0.03756426481810582,0.018831863513063984,0.007526342197691882,2.4,8.87,3.15,6.55,0.95,24.41,6.34,4.37,63.34,4.08,2.75,2.66,2.66,32.68,40.82,5.25,0.42,29.683409945170084,29.454749243600027,29.79342269897461,2810.919921875
2019-03-14,0.03756426481810582,0.018831863513063984,0.007526342197691882,2.4,8.87,3.15,6.55,0.95,24.41,6.34,4.37,63.34,4.08,2.75,2.66,2.66,32.68,40.82,5.25,0.42,29.711790402730305,29.48784283229283,29.7087345123291,2808.47998046875
2019-03-15,0.03756426481810582,0.018831863513063984,0.007526342197691882,2.4,8.87,3.15,6.55,0.95,24.41,6.34,4.37,63.34,4.08,2.75,2.66,2.66,32.68,40.82,5.25,0.42,29.729625829060872,29.543651035853795,29.76921844482422,2822.47998046875
2019-03-16,0.03756426481810582,0.018831863513063984,0.007526342197691882,2.4,8.87,3.15,6.55,0.95,24.41,6.34,4.37,63.34,4.08,2.75,2.66,2.66,32.68,40.82,5.25,0.42,29.739750099182128,29.602083206176758,29.76921844482422,2822.47998046875
2019-03-17,0.03756426481810582,0.018831863513063984,0.007526342197691882,2.4,8.87,3.15,6.55,0.95,24.41,6.34,4.37,63.34,4.08,2.75,2.66,2.66,32.68,40.82,5.25,0.42,29.74405771891276,29.66051537649972,29.76921844482422,2822.47998046875
2019-03-18,0.03756426481810582,0.018831863513063984,0.007526342197691882,2.4,8.87,3.15,6.55,0.95,24.41,6.34,4.37,63.34,4.08,2.75,2.66,2.66,32.68,40.82,5.25,0.42,29.73362382253011,29.718947546822683,30.144289016723633,2832.93994140625
2019-03-19,0.03756426481810582,0.018831863513063984,0.007526342197691882,2.4,8.87,3.15,6.55,0.95,24.41,6.34,4.37,63.34,4.08,2.75,2.66,2.66,32.68,40.82,5.25,0.42,29.735692278544107,29.79270907810756,30.201757431030273,2832.570068359375
2019-03-20,0.03756426481810582,0.018831863513063984,0.007526342197691882,2.4,8.87,3.15,6.55,0.95,24.41,6.34,4.37,63.34,4.08,2.75,2.66,2.66,32.68,40.82,5.25,0.42,29.739676348368327,29.87940842764718,29.835769653320312,2824.22998046875
2019-03-21,0.03756426481810582,0.018831863513063984,0.007526342197691882,2.41,8.87,3.15,6.55,0.95,24.41,6.34,4.37,63.34,4.08,2.75,2.66,2.66,32.68,40.82,5.25,0.42,29.731460825602213,29.88545799255371,29.962804794311523,2854.8798828125
2019-03-22,0.03756426481810582,0.018831863513063984,0.007526342197691882,2.41,8.87,3.15,6.55,0.95,24.41,6.34,4.37,63.34,4.08,2.75,2.66,2.66,32.68,40.82,5.25,0.42,29.705316925048827,29.92175374712263,29.726879119873047,2800.7099609375
2019-03-23,0.03756426481810582,0.018831863513063984,0.007526342197691882,2.41,8.87,3.15,6.55,0.95,24.41,6.34,4.37,63.34,4.08,2.75,2.66,2.66,32.68,40.82,5.25,0.42,29.694575119018555,29.915705272129603,29.726879119873047,2800.7099609375
2019-03-24,0.03756426481810582,0.018831863513063984,0.007526342197691882,2.41,8.87,3.15,6.55,0.95,24.41,6.34,4.37,63.34,4.08,2.75,2.66,2.66,32.68,40.82,5.25,0.42,29.688746833801268,29.90965679713658,29.726879119873047,2800.7099609375
2019-03-25,0.03756426481810582,0.018831863513063984,0.007526342197691882,2.41,8.87,3.15,6.55,0.95,24.41,6.34,4.37,63.34,4.08,2.75,2.66,2.66,32.68,40.82,5.25,0.42,29.68131383260091,29.903608322143555,29.693607330322266,2798.360107421875
2019-03-26,0.03756426481810582,0.018831863513063984,0.007526342197691882,2.4,8.87,3.15,6.55,0.95,24.41,6.34,4.37,63.34,4.08,2.75,2.66,2.66,32.68,40.82,5.25,0.42,29.67277177174886,29.839225224086217,29.738983154296875,2818.4599609375
2019-03-27,0.03756426481810582,0.018831863513063984,0.007526342197691882,2.4,8.87,3.15,6.55,0.95,24.41,6.34,4.37,63.34,4.08,2.75,2.66,2.66,32.68,40.82,5.25,0.42,29.66574223836263,29.773114613124303,29.403226852416992,2805.3701171875
2019-03-28,0.03756426481810582,0.018831863513063984,0.007526342197691882,2.41,8.87,3.15,6.55,0.95,24.41,6.34,4.37,63.34,4.08,2.75,2.66,2.66,32.68,40.82,5.25,0.42,29.65183308919271,29.711322784423828,29.37903594970703,2815.43994140625
2019-03-29,0.03756426481810582,0.018831863513063984,0.007526342197691882,2.41,8.87,3.15,6.55,0.95,24.41,6.34,4.37,63.34,4.08,2.75,2.66,2.66,32.68,40.82,5.25,0.42,29.641430028279622,29.627927235194615,29.50002670288086,2834.39990234375
2019-03-30,0.03756426481810582,0.018831863513063984,0.007526342197691882,2.43,8.87,3.15,6.55,0.95,24.41,6.34,4.37,63.34,4.08,2.75,2.66,2.66,32.68,40.82,5.25,0.42,29.640876261393228,29.595519747052872,29.50002670288086,2834.39990234375
2019-03-31,0.03756426481810582,0.018831863513063984,0.007526342197691882,2.43,8.87,3.15,6.55,0.95,24.41,6.34,4.37,63.34,4.08,2.75,2.66,2.66,32.68,40.82,5.25,0.42,29.63149751027425,29.563112258911133,29.50002670288086,2834.39990234375
2019-04-01,0.03756426481810582,0.018831863513063984,0.007526342197691882,2.43,8.87,3.15,6.55,0.95,24.41,6.34,4.37,63.34,4.08,2.75,2.66,2.66,32.68,40.82,5.25,0.42,29.63274892171224,29.530704770769393,29.587739944458008,2867.18994140625
2019-04-02,0.05536601369920402,0.020005834702090608,0.00898652021967039,2.41,8.87,3.15,6.55,0.95,24.41,6.34,4.37,63.34,4.08,2.75,2.66,2.66,32.68,40.82,5.25,0.42,29.636924107869465,29.515580858503068,29.321563720703125,2867.239990234375
2019-04-03,0.05536601369920402,0.020005834702090608,0.00898652021967039,2.41,8.87,3.15,6.55,0.95,24.41,6.34,4.37,63.34,4.08,2.75,2.66,2.66,32.68,40.82,5.25,0.42,29.632226753234864,29.455949510846818,29.397186279296875,2873.39990234375
2019-04-04,0.05536601369920402,0.020005834702090608,0.00898652021967039,2.41,8.87,3.15,6.55,0.95,24.41,6.34,4.37,63.34,4.08,2.75,2.66,2.66,32.68,40.82,5.25,0.42,29.63085231781006,29.45508657182966,29.675457000732422,2879.389892578125
2019-04-05,0.05536601369920402,0.020005834702090608,0.00898652021967039,2.41,8.87,3.15,6.55,0.95,24.41,6.34,4.37,63.34,4.08,2.75,2.66,2.66,32.68,40.82,5.25,0.42,29.63383986155192,29.497432436261857,29.893239974975586,2892.739990234375
2019-04-06,0.05536601369920402,0.020005834702090608,0.00898652021967039,2.41,8.87,3.15,6.55,0.95,24.41,6.34,4.37,63.34,4.08,2.75,2.66,2.66,32.68,40.82,5.25,0.42,29.64488894144694,29.553605760846818,29.893239974975586,2892.739990234375
2019-04-07,0.05536601369920402,0.020005834702090608,0.00898652021967039,2.41,8.87,3.15,6.55,0.95,24.41,6.34,4.37,63.34,4.08,2.75,2.66,2.66,32.68,40.82,5.25,0.42,29.66406103769938,29.60977908543178,29.893239974975586,2892.739990234375
